Date Op√©ration,Code Agence,encaissements,decaissements,Besoin
2024-02-28,00001,1585956465.0,2298643512.0,-712687047.0
2024-02-29,00001,1423859588.0,1841728691.0,-417869103.0
2024-03-01,00001,1726167875.0,2432064958.0,-705897083.0
2024-03-04,00001,1912936465.0,2519885681.0,-606949216.0
2024-03-05,00001,1540364358.0,3005224050.0,-1464859692.0
2024-03-06,00001,1559619689.0,2249272607.0,-689652918.0
2024-03-07,00001,1893468579.0,2243130360.0,-349661781.0
2024-03-08,00001,1321681780.0,1529438499.0,-207756719.0
2024-03-11,00001,2832667007.0,3253623461.0,-420956454.0
2024-03-12,00001,1242746734.0,1136732425.0,106014309.0
2024-03-13,00001,1488609899.0,2120881497.0,-632271598.0
2024-03-14,00001,1036762121.0,1796098900.0,-759336779.0
2024-03-15,00001,983747483.0,1560126399.0,-576378916.0
2024-03-18,00001,2218921964.0,2073528688.0,145393276.0
2024-03-19,00001,1012961784.0,1979843701.0,-966881917.0
2024-03-20,00001,1424452164.0,2271083930.0,-846631766.0
2024-03-21,00001,954538399.0,1519544466.0,-565006067.0
2024-03-22,00001,1651322241.0,2776628673.0,-1125306432.0
2024-03-25,00001,1800816101.0,3223895144.0,-1423079043.0
2024-03-26,00001,1342694382.0,2168265219.0,-825570837.0
2024-03-27,00001,1175688492.0,2300981680.0,-1125293188.0
2024-03-28,00001,1036682335.0,2511471618.0,-1474789283.0
2024-04-01,00001,2754889325.0,3482214024.0,-727324699.0
2024-04-02,00001,1661807369.0,2170726911.0,-508919542.0
2024-04-03,00001,1316829218.0,2363027738.0,-1046198520.0
2024-04-04,00001,1624013796.0,2265303900.0,-641290104.0
2024-04-05,00001,1483750554.0,2207798619.0,-724048065.0
2024-04-08,00001,1722950317.0,2534571527.0,-811621210.0
2024-04-09,00001,1525446810.0,2428742038.0,-903295228.0
2024-04-10,00001,375731035.0,411728075.0,-35997040.0
2024-04-11,00001,1256383318.0,1407150675.0,-150767357.0
2024-04-12,00001,1070540562.0,2170962477.0,-1100421915.0
2024-04-15,00001,2028943734.0,2528026735.0,-499083001.0
2024-04-16,00001,1147193914.0,1862299207.0,-715105293.0
2024-04-17,00001,1096555304.0,1498338713.0,-401783409.0
2024-04-18,00001,1447996760.0,2111888948.0,-663892188.0
2024-04-19,00001,876958628.0,2382720204.0,-1505761576.0
2024-04-22,00001,1156776471.0,2309820543.0,-1153044072.0
2024-04-23,00001,1324273612.0,2022825591.0,-698551979.0
2024-04-24,00001,2021449976.0,2342483318.0,-321033342.0
2024-04-25,00001,1244050007.0,2263043430.0,-1018993423.0
2024-04-26,00001,865393158.0,1788644897.0,-923251739.0
2024-04-29,00001,2299422335.0,2534758710.0,-235336375.0
2024-04-30,00001,1290987377.0,2286557525.0,-995570148.0
2024-05-02,00001,1376599927.0,2260785003.0,-884185076.0
2024-05-03,00001,1290319011.0,2672599749.0,-1382280738.0
2024-05-06,00001,1961366817.0,2235554866.0,-274188049.0
2024-05-07,00001,1570826852.0,1962830068.0,-392003216.0
2024-05-08,00001,1395326094.0,1952946886.0,-557620792.0
2024-05-10,00001,2342229354.0,2885114583.0,-542885229.0
2024-05-13,00001,2117354347.0,2849164522.0,-731810175.0
2024-05-14,00001,1868140201.0,1654103258.0,214036943.0
2024-05-15,00001,1182127070.0,1768771493.0,-586644423.0
2024-05-16,00001,1068538401.0,1746966918.0,-678428517.0
2024-05-17,00001,1857198374.0,1978597088.0,-121398714.0
2024-05-21,00001,2027899484.0,2128746169.0,-100846685.0
2024-05-22,00001,1400739589.0,2264569227.0,-863829638.0
2024-05-23,00001,1630401878.0,2650709892.0,-1020308014.0
2024-05-24,00001,1348276487.0,2349287597.0,-1001011110.0
2024-05-27,00001,1694535274.0,2999230522.0,-1304695248.0
2024-05-28,00001,1652096748.0,1790364120.0,-138267372.0
2024-05-29,00001,923498950.0,2290345140.0,-1366846190.0
2024-05-30,00001,1649512145.0,2492908911.0,-843396766.0
2024-05-31,00001,2452983119.0,3551429879.0,-1098446760.0
2024-06-03,00001,2192616388.0,2522061505.0,-329445117.0
2024-06-04,00001,1975069011.0,3251545759.0,-1276476748.0
2024-06-05,00001,1760448393.0,2879030819.0,-1118582426.0
2024-06-06,00001,1712728052.0,2359914456.0,-647186404.0
2024-06-07,00001,1125754161.0,1315196547.0,-189442386.0
2024-06-10,00001,1702643545.0,2569272324.0,-866628779.0
2024-06-11,00001,1371753275.0,2110946223.0,-739192948.0
2024-06-12,00001,1475388352.0,2299745687.0,-824357335.0
2024-06-13,00001,1402836885.0,1203073729.0,199763156.0
2024-06-14,00001,1506715519.0,1829891383.0,-323175864.0
2024-06-18,00001,2281624096.0,3042209123.0,-760585027.0
2024-06-19,00001,748959598.0,1701303941.0,-952344343.0
2024-06-20,00001,940010733.0,1931300296.0,-991289563.0
2024-06-21,00001,958882889.0,1316319817.0,-357436928.0
2024-06-24,00001,1895282844.0,2327645741.0,-432362897.0
2024-06-25,00001,1107183307.0,2392046875.0,-1284863568.0
2024-06-26,00001,1308196837.0,2104139832.0,-795942995.0
2024-06-27,00001,826983085.0,1752439974.0,-925456889.0
2024-06-28,00001,1911099545.0,2367907297.0,-456807752.0
2024-07-01,00001,2138749366.0,2452317607.0,-313568241.0
2024-07-02,00001,1524990749.0,2388574788.0,-863584039.0
2024-07-03,00001,1756559619.0,2689476822.0,-932917203.0
2024-07-04,00001,1172917190.0,1869514707.0,-696597517.0
2024-07-05,00001,1093025869.0,1739567950.0,-646542081.0
2024-07-08,00001,1850750528.0,3047853083.0,-1197102555.0
2024-07-09,00001,1454493420.0,2082381039.0,-627887619.0
2024-07-10,00001,1259951070.0,1299871495.0,-39920425.0
2024-07-11,00001,1264689297.0,1748608631.0,-483919334.0
2024-07-12,00001,2123741727.0,2592164228.0,-468422501.0
2024-07-15,00001,2164005572.0,2973715966.0,-809710394.0
2024-07-16,00001,1072199151.0,1881678061.0,-809478910.0
2024-07-17,00001,794649098.0,1516470728.0,-721821630.0
2024-07-18,00001,1295475294.0,1811145252.0,-515669958.0
2024-07-19,00001,1391829044.0,1896681029.0,-504851985.0
2024-07-22,00001,2231063038.0,1892116477.0,338946561.0
2024-07-23,00001,1298455094.0,2122928316.0,-824473222.0
2024-07-24,00001,1401615600.0,2180213600.0,-778598000.0
2024-07-25,00001,857543970.0,2058046113.0,-1200502143.0
2024-07-26,00001,1388093847.0,2564784889.0,-1176691042.0
2024-07-29,00001,2106169976.0,2782539058.0,-676369082.0
2024-07-30,00001,1181337393.0,2183961957.0,-1002624564.0
2024-07-31,00001,1125643612.0,1747406726.0,-621763114.0
2024-08-01,00001,1150031065.0,2743349535.0,-1593318470.0
2024-08-02,00001,1243612271.0,1693849626.0,-450237355.0
2024-08-05,00001,2201815633.0,2186801575.0,15014058.0
2024-08-06,00001,1030751444.0,2226941999.0,-1196190555.0
2024-08-07,00001,794246260.0,2182318157.0,-1388071897.0
2024-08-08,00001,1217885654.0,2573657640.0,-1355771986.0
2024-08-09,00001,1211339950.0,1421491175.0,-210151225.0
2024-08-12,00001,2186764542.0,2174557514.0,12207028.0
2024-08-13,00001,916798547.0,1742969704.0,-826171157.0
2024-08-14,00001,1090103596.0,2221922653.0,-1131819057.0
2024-08-16,00001,1908545116.0,2717180800.0,-808635684.0
2024-08-19,00001,2107315720.0,2308836219.0,-201520499.0
2024-08-20,00001,1579113370.0,2482517873.0,-903404503.0
2024-08-21,00001,1414686725.0,2904170380.0,-1489483655.0
2024-08-22,00001,1186250161.0,1972969685.0,-786719524.0
2024-08-23,00001,1596585680.0,2547153045.0,-950567365.0
2024-08-26,00001,1472143733.0,3751196878.0,-2279053145.0
2024-08-27,00001,2012835001.0,2370497458.0,-357662457.0
2024-08-28,00001,1090199949.0,2814450925.0,-1724250976.0
2024-08-29,00001,981465715.0,2091482194.0,-1110016479.0
2024-08-30,00001,2027937208.0,2373710250.0,-345773042.0
2024-09-02,00001,2208317871.0,3892520103.0,-1684202232.0
2024-09-03,00001,1458131419.0,2297464737.0,-839333318.0
2024-09-04,00001,1080991727.0,1941251750.0,-860260023.0
2024-09-05,00001,1315495165.0,3080752445.0,-1765257280.0
2024-09-06,00001,1086653225.0,2084286878.0,-997633653.0
2024-09-09,00001,2172311037.0,1651270941.0,521040096.0
2024-09-10,00001,1610252721.0,2249908207.0,-639655486.0
2024-09-11,00001,1651458033.0,2046775368.0,-395317335.0
2024-09-12,00001,1295269032.0,1423214810.0,-127945778.0
2024-09-13,00001,2004353555.0,2562019550.0,-557665995.0
2024-09-16,00001,2005958189.0,2455928976.0,-449970787.0
2024-09-17,00001,1183916005.0,2051138569.0,-867222564.0
2024-09-18,00001,1033436652.0,2667459307.0,-1634022655.0
2024-09-19,00001,1313104021.0,1829131532.0,-516027511.0
2024-09-20,00001,1066760944.0,2236828825.0,-1170067881.0
2024-09-23,00001,1876796590.0,2500772033.0,-623975443.0
2024-09-24,00001,1395041177.0,2121355293.0,-726314116.0
2024-09-25,00001,961491078.0,2529307246.0,-1567816168.0
2024-09-26,00001,1373395268.0,1406345733.0,-32950465.0
2024-09-27,00001,1139714353.0,1720634074.0,-580919721.0
2024-09-30,00001,2488479335.0,3256303111.0,-767823776.0
2024-10-01,00001,914197635.0,2729488820.0,-1815291185.0
2024-10-02,00001,1025578083.0,1907482999.0,-881904916.0
2024-10-03,00001,1234429345.0,2521790100.0,-1287360755.0
2024-10-04,00001,1273061915.0,2943248572.0,-1670186657.0
2024-10-07,00001,2091170116.0,2692366319.0,-601196203.0
2024-10-08,00001,2000768350.0,2355084210.0,-354315860.0
2024-10-09,00001,1690194764.0,2812080416.0,-1121885652.0
2024-10-10,00001,1237923263.0,1539126593.0,-301203330.0
2024-10-11,00001,1355288039.0,3052232904.0,-1696944865.0
2024-10-14,00001,1938941058.0,3307134883.0,-1368193825.0
2024-10-15,00001,1244642076.0,3126101062.0,-1881458986.0
2024-10-16,00001,1267235021.0,2293729049.0,-1026494028.0
2024-10-17,00001,1625984263.0,2769002249.0,-1143017986.0
2024-10-18,00001,1250868499.0,2144276700.0,-893408201.0
2024-10-21,00001,1873509261.0,3805596197.0,-1932086936.0
2024-10-22,00001,1269125795.0,2577483925.0,-1308358130.0
2024-10-23,00001,2006732335.0,1817506212.0,189226123.0
2024-10-24,00001,1046056518.0,1766103555.0,-720047037.0
2024-10-25,00001,1098724258.0,1749801108.0,-651076850.0
2024-10-28,00001,2167119960.0,4616905330.0,-2449785370.0
2024-10-29,00001,1242309270.0,2101220465.0,-858911195.0
2024-10-30,00001,1618424638.0,2612436492.0,-994011854.0
2024-10-31,00001,1358858925.0,2882511096.0,-1523652171.0
2024-11-01,00001,1389480296.0,2359678970.0,-970198674.0
2024-11-04,00001,1886332577.0,3146146333.0,-1259813756.0
2024-11-05,00001,888807184.0,3580508143.0,-2691700959.0
2024-11-06,00001,1102369574.0,1598061887.0,-495692313.0
2024-11-07,00001,1583579985.0,2473246005.0,-889666020.0
2024-11-08,00001,1009166232.0,2745288415.0,-1736122183.0
2024-11-11,00001,2402328576.0,2244192799.0,158135777.0
2024-11-12,00001,1663726886.0,2429337927.0,-765611041.0
2024-11-13,00001,1669899397.0,2601265274.0,-931365877.0
2024-11-14,00001,1645411350.0,2269916641.0,-624505291.0
2024-11-15,00001,1202681392.0,3090453801.0,-1887772409.0
2024-11-18,00001,1850179905.0,2680875312.0,-830695407.0
2024-11-19,00001,1585506689.0,1845321893.0,-259815204.0
2024-11-20,00001,1444508318.0,2565591211.0,-1121082893.0
2024-11-21,00001,1200117248.0,2186928965.0,-986811717.0
2024-11-22,00001,1604216914.0,2534105214.0,-929888300.0
2024-11-25,00001,3323580268.0,3901294174.0,-577713906.0
2024-11-26,00001,1360580661.0,2335087300.0,-974506639.0
2024-11-27,00001,1524647575.0,2807022433.0,-1282374858.0
2024-11-28,00001,1260540818.0,2175995178.0,-915454360.0
2024-11-29,00001,1485858281.0,3011071187.0,-1525212906.0
2024-12-02,00001,2408310623.0,3859201224.0,-1450890601.0
2024-12-03,00001,1357525381.0,2775486851.0,-1417961470.0
2024-12-04,00001,1485015242.0,2613379662.0,-1128364420.0
2024-12-05,00001,1361476970.0,2946191832.0,-1584714862.0
2024-12-06,00001,983008725.0,2147706768.0,-1164698043.0
2024-12-09,00001,2554274043.0,3663573765.0,-1109299722.0
2024-12-10,00001,1662226200.0,2312681620.0,-650455420.0
2024-12-11,00001,1894643094.0,2862413360.0,-967770266.0
2024-12-12,00001,1383995713.0,2321384026.0,-937388313.0
2024-12-13,00001,2118036340.0,2518313860.0,-400277520.0
2024-12-16,00001,5731878130.0,3906756180.0,1825121950.0
2024-12-17,00001,2285975689.0,2112666038.0,173309651.0
2024-12-18,00001,1592941928.0,3371609300.0,-1778667372.0
2024-12-19,00001,1461964440.0,2386983121.0,-925018681.0
2024-12-20,00001,1045717157.0,3068696079.0,-2022978922.0
2024-12-23,00001,3496354392.0,3565777068.0,-69422676.0
2024-12-24,00001,1861064150.0,3378406529.0,-1517342379.0
2024-12-26,00001,1837082917.0,2291071123.0,-453988206.0
2024-12-27,00001,2373817475.0,3385003900.0,-1011186425.0
2024-12-30,00001,4232349236.0,4559576091.0,-327226855.0
2024-12-31,00001,2234015796.0,2477461468.0,-243445672.0
2025-01-02,00001,2569076877.0,2851961864.0,-282884987.0
2025-01-03,00001,1845627024.0,3262314989.0,-1416687965.0
2025-01-06,00001,3002782202.0,2874505215.0,128276987.0
2025-01-07,00001,1663201977.0,1955024294.0,-291822317.0
2025-01-08,00001,1398629500.0,1560361927.0,-161732427.0
2025-01-09,00001,1557782595.0,2221760199.0,-663977604.0
2025-01-10,00001,1319246457.0,2437988973.0,-1118742516.0
2025-01-13,00001,2742366640.0,2787750828.0,-45384188.0
2025-01-14,00001,1186004186.0,2131400680.0,-945396494.0
2025-01-15,00001,1138978489.0,2088650250.0,-949671761.0
2025-01-16,00001,2069093274.0,3010732650.0,-941639376.0
2025-01-17,00001,1139181746.0,2735311525.0,-1596129779.0
2025-01-20,00001,2692522388.0,2992217362.0,-299694974.0
2025-01-21,00001,1808318488.0,2394054380.0,-585735892.0
2025-01-22,00001,1126027976.0,2048211131.0,-922183155.0
2025-01-23,00001,1098314926.0,2074823739.0,-976508813.0
2025-01-24,00001,1836652756.0,2083623655.0,-246970899.0
2025-01-27,00001,2179706899.0,2453117478.0,-273410579.0
2025-01-28,00001,1831766573.0,2688723203.0,-856956630.0
2025-01-29,00001,1119583810.0,2358273489.0,-1238689679.0
2025-01-30,00001,1373058870.0,1707219245.0,-334160375.0
2025-01-31,00001,1898216898.0,2307382790.0,-409165892.0
2025-02-03,00001,2699401587.0,3054844347.0,-355442760.0
2025-02-04,00001,1568603302.0,1761902058.0,-193298756.0
2025-02-05,00001,1708887452.0,1975121917.0,-266234465.0
2025-02-06,00001,1399438119.0,1681226364.0,-281788245.0
2025-02-07,00001,1697558585.0,2229073629.0,-531515044.0
2025-02-10,00001,4500319151.0,1481566216.0,3018752935.0
2025-02-12,00001,2492849465.0,3313492524.0,-820643059.0
2025-02-13,00001,1449399728.0,3145020401.0,-1695620673.0
2025-02-14,00001,1368205004.0,2629453950.0,-1261248946.0
2025-02-17,00001,2084766219.0,3023301250.0,-938535031.0
2025-02-18,00001,1106039093.0,2458469521.0,-1352430428.0
2025-02-19,00001,1189476668.0,2440404188.0,-1250927520.0
2025-02-20,00001,1170881169.0,1910317768.0,-739436599.0
2025-02-21,00001,1153064424.0,2967134178.0,-1814069754.0
2025-02-24,00001,2961322629.0,3295143170.0,-333820541.0
2025-02-25,00001,1709404121.0,2764825678.0,-1055421557.0
2025-02-26,00001,1422181635.0,2585812991.0,-1163631356.0
2025-02-27,00001,1841910559.0,2754097858.0,-912187299.0
2025-02-28,00001,1603949618.0,2671912865.0,-1067963247.0
2025-03-03,00001,3839353923.0,4554511666.0,-715157743.0
2025-03-04,00001,2020633586.0,3079397912.0,-1058764326.0
2025-03-05,00001,1601538361.0,2011812686.0,-410274325.0
2025-03-06,00001,991307749.0,1845224006.0,-853916257.0
2025-03-07,00001,2204896082.0,3571167315.0,-1366271233.0
2025-03-10,00001,3425770707.0,4076951738.0,-651181031.0
2025-03-11,00001,1644164239.0,2400020415.0,-755856176.0
2025-03-12,00001,1648196247.0,2161254247.0,-513058000.0
2025-03-13,00001,1304850264.0,2117517036.0,-812666772.0
2025-03-14,00001,2090282049.0,2775683900.0,-685401851.0
2025-03-17,00001,2344149161.0,3249192800.0,-905043639.0
2025-03-18,00001,937407598.0,2094987950.0,-1157580352.0
2025-03-19,00001,1510642141.0,2135422788.0,-624780647.0
2025-03-20,00001,1097003120.0,1892578051.0,-795574931.0
2025-03-21,00001,1456441783.0,2421162874.0,-964721091.0
2025-03-24,00001,2501819709.0,2916464300.0,-414644591.0
2025-03-25,00001,1626418480.0,3406840287.0,-1780421807.0
2025-03-26,00001,1822106338.0,2043712977.0,-221606639.0
2025-03-27,00001,1028994908.0,2945531015.0,-1916536107.0
2025-03-28,00001,2749756009.0,4486226368.0,-1736470359.0
2025-03-31,00001,1825460680.0,1375557939.0,449902741.0
2025-04-01,00001,1538235483.0,2910487950.0,-1372252467.0
2025-04-02,00001,1296892386.0,2668833705.0,-1371941319.0
2025-04-03,00001,1498515644.0,2353360100.0,-854844456.0
2025-04-04,00001,2082363784.0,2250308844.0,-167945060.0
2025-04-07,00001,2623056535.0,3057866191.0,-434809656.0
2025-04-08,00001,2042104901.0,2733421852.0,-691316951.0
2025-04-09,00001,1240672145.0,2199833220.0,-959161075.0
2025-04-10,00001,1329607385.0,2188803784.0,-859196399.0
2025-04-11,00001,2129483347.0,2720756447.0,-591273100.0
2025-04-14,00001,2846357602.0,3461949261.0,-615591659.0
2025-04-15,00001,2352202319.0,3090469950.0,-738267631.0
2025-04-16,00001,2078003289.0,3012135991.0,-934132702.0
2025-04-17,00001,1719153549.0,2938223946.0,-1219070397.0
2025-04-21,00001,2987695033.0,3160584690.0,-172889657.0
2025-04-22,00001,1829951853.0,2291576980.0,-461625127.0
2025-04-23,00001,2761695249.0,2739033200.0,22662049.0
2025-04-24,00001,1534108818.0,1833194668.0,-299085850.0
2025-04-25,00001,1472265046.0,3157946763.0,-1685681717.0
2025-04-28,00001,2196256905.0,3184065108.0,-987808203.0
2025-04-29,00001,1584128997.0,2820295438.0,-1236166441.0
2025-04-30,00001,1198613030.0,2096736394.0,-898123364.0
2025-05-02,00001,1434650202.0,2816063926.0,-1381413724.0
2025-05-05,00001,3234486764.0,4677188227.0,-1442701463.0
2025-05-06,00001,1175745513.0,2009011110.0,-833265597.0
2025-05-07,00001,1953487505.0,3442735303.0,-1489247798.0
2025-05-08,00001,1161528563.0,2196039498.0,-1034510935.0
2025-05-09,00001,3910569354.0,4224125809.0,-313556455.0
2025-05-12,00001,2291053762.0,2624631954.0,-333578192.0
2025-05-13,00001,1189260485.0,2482716940.0,-1293456455.0
2025-05-14,00001,1717010055.0,2508597600.0,-791587545.0
2025-05-15,00001,1382478886.0,2055650369.0,-673171483.0
2025-05-16,00001,1354545037.0,2687991317.0,-1333446280.0
2025-05-19,00001,2364341235.0,1239233007.0,1125108228.0
2025-05-21,00001,1471238801.0,2226161173.0,-754922372.0
2025-05-22,00001,1563073326.0,3141726049.0,-1578652723.0
2025-05-23,00001,1456370205.0,1789178783.0,-332808578.0
2025-05-26,00001,2509660996.0,3505422447.0,-995761451.0
2025-05-27,00001,1715760485.0,2133490266.0,-417729781.0
2025-05-28,00001,2796842841.0,2969026304.0,-172183463.0
2025-05-30,00001,2215855155.0,3745133300.0,-1529278145.0
2025-06-02,00001,2533768474.0,3630794805.0,-1097026331.0
2025-06-03,00001,1175630762.0,2120671953.0,-945041191.0
2025-06-04,00001,1341577686.0,2107978385.0,-766400699.0
2025-06-05,00001,1787308486.0,2914807307.0,-1127498821.0
2025-06-09,00001,2862935782.0,3240733444.0,-377797662.0
2025-06-10,00001,2022903537.0,2561682875.0,-538779338.0
2025-06-11,00001,1109355057.0,1752846766.0,-643491709.0
2025-06-12,00001,1039390330.0,1907676218.0,-868285888.0
2025-06-13,00001,1334654066.0,3039246078.0,-1704592012.0
2025-06-16,00001,2537411826.0,2639455823.0,-102043997.0
2025-06-17,00001,1150552198.0,2957866685.0,-1807314487.0
2025-06-18,00001,1669567226.0,2268565391.0,-598998165.0
2025-06-19,00001,1040376709.0,1707272715.0,-666896006.0
2025-06-20,00001,1452572642.0,1959365726.0,-506793084.0
2025-06-23,00001,2505935829.0,2857163751.0,-351227922.0
2025-06-24,00001,1509098473.0,2669595654.0,-1160497181.0
2025-06-25,00001,1183048218.0,1843162453.0,-660114235.0
2025-06-26,00001,1631898876.0,2853938925.0,-1222040049.0
2025-06-27,00001,990218125.0,2300955089.0,-1310736964.0
2025-06-30,00001,3286463784.0,4601032218.0,-1314568434.0
2025-07-01,00001,2344732295.0,3415441056.0,-1070708761.0
2025-07-02,00001,1942768643.0,2521906582.0,-579137939.0
2025-07-03,00001,1265316065.0,2314142737.0,-1048826672.0
2025-07-04,00001,1030121883.0,2055701400.0,-1025579517.0
2025-07-07,00001,2191133699.0,2740126100.0,-548992401.0
2025-07-08,00001,985869708.0,2399280013.0,-1413410305.0
2025-07-09,00001,1467463275.0,2101784135.0,-634320860.0
2025-07-10,00001,831680522.0,1542616382.0,-710935860.0
2025-07-11,00001,2163557895.0,2890339946.0,-726782051.0
2025-07-14,00001,2596056300.0,3255082848.0,-659026548.0
2025-07-15,00001,1677555185.0,2494450187.0,-816895002.0
2025-07-16,00001,1308801002.0,2006481835.0,-697680833.0
2025-07-17,00001,1725310369.0,1642752750.0,82557619.0
2025-07-18,00001,1561756029.0,2750396497.0,-1188640468.0
2025-07-21,00001,2471330451.0,3104221958.0,-632891507.0
2025-07-22,00001,1284706894.0,2347518188.0,-1062811294.0
2025-07-23,00001,1524490197.0,2492131247.0,-967641050.0
2025-07-24,00001,2079633600.0,2309833407.0,-230199807.0
2025-07-25,00001,1371779787.0,1497609606.0,-125829819.0
2025-07-28,00001,1591117900.0,2844271388.0,-1253153488.0
2025-07-29,00001,1611042751.0,2449418138.0,-838375387.0
2025-07-30,00001,1679440693.0,2823108876.0,-1143668183.0
2025-07-31,00001,899523576.0,1949466901.0,-1049943325.0
2025-08-01,00001,1403375818.0,2343193500.0,-939817682.0
2025-08-04,00001,2369791774.0,2819997299.0,-450205525.0
2025-08-05,00001,1251424295.0,1910757900.0,-659333605.0
2025-08-06,00001,1746784861.0,2723098426.0,-976313565.0
2025-08-07,00001,1784735355.0,3135513730.0,-1350778375.0
2025-08-08,00001,1242484348.0,2207352279.0,-964867931.0
2025-08-11,00001,2206455309.0,3086783621.0,-880328312.0
2025-08-12,00001,1257520480.0,2629920200.0,-1372399720.0
2025-08-13,00001,1136613370.0,2342882227.0,-1206268857.0
2025-08-14,00001,979477257.0,2043535251.0,-1064057994.0
2025-08-18,00001,3631748035.0,4088724252.0,-456976217.0
2025-08-19,00001,2067721539.0,2106885108.0,-39163569.0
2025-08-20,00001,845410885.0,1453278109.0,-607867224.0
2025-08-21,00001,1986277477.0,2667447268.0,-681169791.0
2025-08-22,00001,1193163315.0,2331502990.0,-1138339675.0
2025-08-25,00001,2029734514.0,3310853101.0,-1281118587.0
2025-08-26,00001,1614038816.0,2808305007.0,-1194266191.0
2025-08-27,00001,1543202433.0,2833879600.0,-1290677167.0
2025-08-28,00001,1908785344.0,2095849281.0,-187063937.0
2025-08-29,00001,1058219200.0,2307680650.0,-1249461450.0
